path,role
REPOSITORY_COMPLETENESS_V365_PLAN.md,Preserved existing artifact; version-named releases retain historical provenance
REPOSITORY_FIXTURE_STATIC_GATE_V365.md,Preserved existing artifact; version-named releases retain historical provenance
REPOSITORY_FIXTURE_STATIC_TRANSFER_REVIEW_V365.md,Preserved existing artifact; version-named releases retain historical provenance
REPOSITORY_FIXTURE_STATIC_V2_PASS.md,Preserved existing artifact; version-named releases retain historical provenance
REPOSITORY_GAP_SCAN_V365.md,Preserved existing artifact; version-named releases retain historical provenance
REPOSITORY_SAFE_TRANSFER_V365.md,Preserved existing artifact; version-named releases retain historical provenance
REPRODUCIBILITY.md,Preserved existing artifact; version-named releases retain historical provenance
SECURITY_AND_REDACTION.md,Preserved existing artifact; version-named releases retain historical provenance
THESIS_V344_ALIGNMENT.md,Preserved existing artifact; version-named releases retain historical provenance
THESIS_V360_ALIGNMENT.md,Preserved existing artifact; version-named releases retain historical provenance
THESIS_V366_ALIGNMENT.md,Preserved existing artifact; version-named releases retain historical provenance
THESIS_V367_ALIGNMENT.md,Preserved existing artifact; version-named releases retain historical provenance
THESIS_V368_ALIGNMENT.md,v368 directly affected documentation or verification
V366_CORRECTION_REGISTER.md,Preserved existing artifact; version-named releases retain historical provenance
V366_FINAL_QA_SUMMARY.md,Preserved existing artifact; version-named releases retain historical provenance
analysis/README.md,Preserved existing artifact; version-named releases retain historical provenance
analysis/analyze_coldstart.py,Preserved existing artifact; version-named releases retain historical provenance
analysis/analyze_timeseries.py,Preserved existing artifact; version-named releases retain historical provenance
analysis/ch4_evidence_pipeline.py,Preserved existing artifact; version-named releases retain historical provenance
analysis/historical-provenance/README.md,Preserved existing artifact; version-named releases retain historical provenance
analysis/historical-provenance/phase3_inferential.py,Preserved existing artifact; version-named releases retain historical provenance
analysis/materialize_v330_pipeline.py,Preserved existing artifact; version-named releases retain historical provenance
analysis/phase1_validation.py,Preserved existing artifact; version-named releases retain historical provenance
analysis/phase2_eda.py,Preserved existing artifact; version-named releases retain historical provenance
analysis/run_analysis.py,Preserved existing artifact; version-named releases retain historical provenance
analysis/run_v330_from_repo.py,Preserved existing artifact; version-named releases retain historical provenance
analysis/run_v360_from_repo.py,Preserved existing artifact; version-named releases retain historical provenance
analysis/run_v367_from_repo.py,Preserved existing artifact; version-named releases retain historical provenance
analysis/v330-payload/README.md,Preserved existing artifact; version-named releases retain historical provenance
analysis/v330-payload/payload_01.b64,Preserved existing artifact; version-named releases retain historical provenance
analysis/v330-payload/payload_02.b64,Preserved existing artifact; version-named releases retain historical provenance
analysis/v330-payload/payload_03.b64,Preserved existing artifact; version-named releases retain historical provenance
analysis/v330-payload/payload_04.b64,Preserved existing artifact; version-named releases retain historical provenance
analysis/v330-payload/payload_05.b64,Preserved existing artifact; version-named releases retain historical provenance
analysis/v360_release_corrections.py,Preserved existing artifact; version-named releases retain historical provenance
analysis/v367_release_corrections.py,Preserved existing artifact; version-named releases retain historical provenance
application/.env.example,Preserved existing artifact; version-named releases retain historical provenance
application/DOCKERFILE_AUTHORITY_V365.md,Preserved existing artifact; version-named releases retain historical provenance
application/Dockerfile,Preserved existing artifact; version-named releases retain historical provenance
application/Dockerfile.apache-wsgi,Preserved existing artifact; version-named releases retain historical provenance
application/Dockerfile.benchmark.PUBLIC,Preserved existing artifact; version-named releases retain historical provenance
application/Dockerfile.nginx-uwsgi,Preserved existing artifact; version-named releases retain historical provenance
application/Dockerfile.v2,Preserved existing artifact; version-named releases retain historical provenance
application/FIXTURE_PUBLIC_PROVENANCE_V365.md,Preserved existing artifact; version-named releases retain historical provenance
application/STATIC_ASSET_BOUNDARY.md,Preserved existing artifact; version-named releases retain historical provenance
application/build-and-push.sh,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/__init__.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/admin.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/apps.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/forms.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/migrations/0001_initial.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/migrations/0002_contactinfo_contactperson.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/migrations/0003_remove_contactinfo_map_embed_url.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/migrations/0004_cart_cartitem.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/migrations/0005_profile.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/migrations/0006_profile_bio_profile_birth_date_profile_location_and_more.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/migrations/0007_customuser.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/migrations/0008_delete_customuser.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/migrations/0009_cartitem_size.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/migrations/0010_contactmessage.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/migrations/0011_rename_date_created_contactmessage_created_at_and_more.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/migrations/0012_alter_contactperson_image_order_payment.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/migrations/0013_remove_order_cart_orderitem.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/migrations/0014_order_cart_delete_orderitem.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/migrations/0015_remove_order_cart_order_status_orderitem.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/migrations/__init__.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/models.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/signals.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/templates/about.html,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/templates/base.html,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/templates/blog.html,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/templates/blog_detail.html,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/templates/cart.html,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/templates/checkout.html,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/templates/contact.html,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/templates/index.html,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/templates/payment.html,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/templates/payment_success.html,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/templates/profile.html,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/templates/registration/login.html,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/templates/registration/signup.html,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/templates/shop.html,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/templates/sproduct.html,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/templatetags/__init__.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/templatetags/custom_filters.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/templatetags/filters.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/tests.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/urls.py,Preserved existing artifact; version-named releases retain historical provenance
application/commerce/views.py,Preserved existing artifact; version-named releases retain historical provenance
application/datadump.PUBLIC.json,Preserved existing artifact; version-named releases retain historical provenance
application/ecommerce/__init__.py,Preserved existing artifact; version-named releases retain historical provenance
application/ecommerce/asgi.py,Preserved existing artifact; version-named releases retain historical provenance
application/ecommerce/gunicorn_conf.py,Preserved existing artifact; version-named releases retain historical provenance
application/ecommerce/settings.PUBLIC.py,Preserved existing artifact; version-named releases retain historical provenance
application/ecommerce/settings.py,Preserved existing artifact; version-named releases retain historical provenance
application/ecommerce/urls.py,Preserved existing artifact; version-named releases retain historical provenance
application/ecommerce/wsgi.py,Preserved existing artifact; version-named releases retain historical provenance
application/load_data.py,Preserved existing artifact; version-named releases retain historical provenance
application/load_public_fixture.py,Preserved existing artifact; version-named releases retain historical provenance
application/manage.py,Preserved existing artifact; version-named releases retain historical provenance
application/media_from_static_map.csv,Preserved existing artifact; version-named releases retain historical provenance
application/postgres/pg_hba.conf,Preserved existing artifact; version-named releases retain historical provenance
application/postgres/postgresql.conf,Preserved existing artifact; version-named releases retain historical provenance
application/requirements.txt,Preserved existing artifact; version-named releases retain historical provenance
application/source-recovery/PAYLOAD_MANIFEST.md,Preserved existing artifact; version-named releases retain historical provenance
application/source-recovery/README.md,Preserved existing artifact; version-named releases retain historical provenance
application/source-recovery/application_support_v365.b64,Preserved existing artifact; version-named releases retain historical provenance
application/source-recovery/materialize_application_support.py,Preserved existing artifact; version-named releases retain historical provenance
application/static/css/style.css,Preserved existing artifact; version-named releases retain historical provenance
application/static/css/style.css.map,Preserved existing artifact; version-named releases retain historical provenance
application/static/css/style.scss,Preserved existing artifact; version-named releases retain historical provenance
application/static/fonts/material-design-iconic-font/css/material-design-iconic-font.css,Preserved existing artifact; version-named releases retain historical provenance
application/static/fonts/material-design-iconic-font/css/material-design-iconic-font.min.css,Preserved existing artifact; version-named releases retain historical provenance
application/static/fonts/material-design-iconic-font/fonts/Material-Design-Iconic-Font.eot,Preserved existing artifact; version-named releases retain historical provenance
application/static/fonts/material-design-iconic-font/fonts/Material-Design-Iconic-Font.svg,Preserved existing artifact; version-named releases retain historical provenance
application/static/fonts/material-design-iconic-font/fonts/Material-Design-Iconic-Font.ttf,Preserved existing artifact; version-named releases retain historical provenance
application/static/fonts/material-design-iconic-font/fonts/Material-Design-Iconic-Font.woff,Preserved existing artifact; version-named releases retain historical provenance
application/static/fonts/material-design-iconic-font/fonts/Material-Design-Iconic-Font.woff2,Preserved existing artifact; version-named releases retain historical provenance
application/static/fonts/poppins/Poppins-Regular.ttf,Preserved existing artifact; version-named releases retain historical provenance
application/static/fonts/poppins/Poppins-SemiBold.ttf,Preserved existing artifact; version-named releases retain historical provenance
application/static/images/bg-registration-form-1.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/images/registration-form-1.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/about/1.mp4,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/about/a1.png,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/about/a2.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/about/a3.png,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/about/a4.png,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/about/a5.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/about/a6.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/about/banner.png,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/banner/b1.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/banner/b10.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/banner/b14.png,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/banner/b16.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/banner/b17.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/banner/b18.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/banner/b19.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/banner/b2.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/banner/b20.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/banner/b4.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/banner/b7.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/blog/b1.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/blog/b2.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/blog/b3.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/blog/b4.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/blog/b5.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/blog/b6.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/blog/b7.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/button.png,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/features/f1.png,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/features/f2.png,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/features/f3.png,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/features/f4.png,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/features/f5.png,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/features/f6.png,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/hero4.png,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/logo.png,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/pay/app.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/pay/pay.png,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/pay/play.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/people/1.png,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/people/2.png,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/people/3.png,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/products/f1.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/products/f2.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/products/f3.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/products/f4.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/products/f5.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/products/f6.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/products/f7.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/products/f8.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/products/n1.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/products/n2.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/products/n3.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/products/n4.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/products/n5.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/products/n6.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/products/n7.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/img/products/n8.jpg,Preserved existing artifact; version-named releases retain historical provenance
application/static/script.js,Preserved existing artifact; version-named releases retain historical provenance
application/static/style.css,Preserved existing artifact; version-named releases retain historical provenance
application/supervisord.conf,Preserved existing artifact; version-named releases retain historical provenance
application/uwsgi.ini,Preserved existing artifact; version-named releases retain historical provenance
benchmark/k6-scenarios/scenario_A_browse.js,Preserved existing artifact; version-named releases retain historical provenance
benchmark/k6-scenarios/scenario_B_mixed.js,Preserved existing artifact; version-named releases retain historical provenance
benchmark/k6-scenarios/scenario_C_checkout.js,Preserved existing artifact; version-named releases retain historical provenance
benchmark/k6-scenarios/scenario_D_burst.js,Preserved existing artifact; version-named releases retain historical provenance
benchmark/orchestrator/orchestrator.ps1,Preserved existing artifact; version-named releases retain historical provenance
benchmark/parse_k6_output.py,Preserved existing artifact; version-named releases retain historical provenance
configuration/SCENARIO_AUTHORITY_V366.md,Preserved existing artifact; version-named releases retain historical provenance
configuration/apache-mod_wsgi.conf,Preserved existing artifact; version-named releases retain historical provenance
configuration/docker-compose-phase65.PUBLIC.yml,Preserved existing artifact; version-named releases retain historical provenance
configuration/docker/apache.conf,Preserved existing artifact; version-named releases retain historical provenance
configuration/docker/nginx.conf,Preserved existing artifact; version-named releases retain historical provenance
configuration/nginx-uwsgi.conf,Preserved existing artifact; version-named releases retain historical provenance
configuration/platforms.PUBLIC.json,Preserved existing artifact; version-named releases retain historical provenance
configuration/platforms/06_flyio/FLY_PUBLIC_PROVENANCE.md,Preserved existing artifact; version-named releases retain historical provenance
configuration/platforms/06_flyio/fly.PUBLIC.toml,Preserved existing artifact; version-named releases retain historical provenance
configuration/platforms/07_iis_waitress/apply-memory-limit.ps1,Preserved existing artifact; version-named releases retain historical provenance
configuration/platforms/07_iis_waitress/web.config.PUBLIC.xml,Preserved existing artifact; version-named releases retain historical provenance
configuration/platforms/README.md,Preserved existing artifact; version-named releases retain historical provenance
configuration/reproduction/nginx-uwsgi-v366/Dockerfile,Preserved existing artifact; version-named releases retain historical provenance
configuration/reproduction/nginx-uwsgi-v366/README.md,Preserved existing artifact; version-named releases retain historical provenance
configuration/reproduction/nginx-uwsgi-v366/nginx.conf,Preserved existing artifact; version-named releases retain historical provenance
configuration/reproduction/nginx-uwsgi-v366/uwsgi.ini,Preserved existing artifact; version-named releases retain historical provenance
configuration/scenarios.json,Preserved existing artifact; version-named releases retain historical provenance
configuration/uwsgi.ini,Preserved existing artifact; version-named releases retain historical provenance
data/canonical/DATA_DICTIONARY.md,Preserved existing artifact; version-named releases retain historical provenance
data/canonical/master_runs.csv,Preserved existing artifact; version-named releases retain historical provenance
data/raw-archive-manifests/AVAILABILITY_AND_RECONSTRUCTION.md,Preserved existing artifact; version-named releases retain historical provenance
data/raw-archive-manifests/archive_parts_sha256_manifest.csv,Preserved existing artifact; version-named releases retain historical provenance
data/raw-archive-manifests/docker_stats_sha256_manifest.csv,Preserved existing artifact; version-named releases retain historical provenance
data/raw-archive-manifests/raw_files_sha256_manifest.csv,Preserved existing artifact; version-named releases retain historical provenance
data/raw-archive-manifests/run_logs_sha256_manifest.csv,Preserved existing artifact; version-named releases retain historical provenance
data/supplementary/WARMUP_TRANSIENT_V365_CORRECTION.md,Preserved existing artifact; version-named releases retain historical provenance
data/supplementary/coldstart_raw.csv,Preserved existing artifact; version-named releases retain historical provenance
data/supplementary/docker-stats-sample/01_apache_modwsgi__A_browse__rep01__docker_stats.csv,Preserved existing artifact; version-named releases retain historical provenance
data/supplementary/timeseries_burst_recovery.csv,Preserved existing artifact; version-named releases retain historical provenance
data/supplementary/warmup_transient.csv,Preserved existing artifact; version-named releases retain historical provenance
data/supplementary/warmup_transient_v365_corrected.csv,Preserved existing artifact; version-named releases retain historical provenance
documentation/STATIC_ASSET_MANIFEST_V365.csv,Preserved existing artifact; version-named releases retain historical provenance
documentation/evidence_state.md,Preserved existing artifact; version-named releases retain historical provenance
documentation/nonfigure_or_unreferenced_media_inventory.csv,Preserved existing artifact; version-named releases retain historical provenance
documentation/v368_chapter2_correction_record.json,v368 directly affected documentation or verification
environment/EXECUTION_ENVIRONMENT.md,Preserved existing artifact; version-named releases retain historical provenance
environment/iis_waitress/active_waitress_process.txt,Preserved existing artifact; version-named releases retain historical provenance
environment/iis_waitress/appcmd_modules.txt,Preserved existing artifact; version-named releases retain historical provenance
environment/iis_waitress/python312_pip_freeze.txt,Preserved existing artifact; version-named releases retain historical provenance
environment/iis_waitress/python_w3wp_memory_snapshot.txt,Preserved existing artifact; version-named releases retain historical provenance
environment/iis_waitress/runtime_versions.txt,Preserved existing artifact; version-named releases retain historical provenance
environment/iis_waitress/sites_safe.txt,Preserved existing artifact; version-named releases retain historical provenance
environment/pgbouncer_runtime_extract.PUBLIC.txt,Preserved existing artifact; version-named releases retain historical provenance
environment/pip_freeze_iis_runtime.txt,Preserved existing artifact; version-named releases retain historical provenance
environment/requirements-analysis-v330.txt,Preserved existing artifact; version-named releases retain historical provenance
environment/requirements.txt,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/README.md,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/figure_map.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/figure_map_v366.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/figure_map_v367.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/tables/Table_4_01.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/tables/Table_4_02.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/tables/Table_4_03.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/tables/Table_4_04.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/tables/Table_4_05.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/tables/Table_4_06.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/tables/Table_4_07.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/tables/Table_4_08.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/tables/Table_4_09.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/tables/Table_4_10.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/tables/Table_4_11.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/tables/Table_4_12.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/tables/Table_4_13.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/tables/Table_4_14.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/tables/Table_4_15.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/tables/Table_4_16.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/v367/Figure_4_3_v367.pdf,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/v367/Figure_4_3_v367.png,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/v367/Figure_4_3_v367.svg,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/v367/v367_figure4_3_goodput_gap.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/v367/v367_h4_descriptive.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/v367/v367_release_manifest.json,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/verification/DATA_DRIVEN_MUTATION_TEST.txt,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/verification/EXACT_PUBLISHED_FIGURE_ASSET_CHECK.txt,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/verification/EXACT_TABLE_MIRROR_CHECK.txt,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/verification/FINAL_CALIBRATION_REPORT.txt,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/verification/NUMERIC_REGRESSION_CHECK_v329.txt,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/verification/PIPELINE_SUMMARY.json,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/verification/PUBLISHED_FIGURE_SHA256_MANIFEST.csv,Preserved existing artifact; version-named releases retain historical provenance
results/current-thesis/verification/README.md,Preserved existing artifact; version-named releases retain historical provenance
results/figures/README_CURRENT_STATUS.md,Preserved existing artifact; version-named releases retain historical provenance
results/figures/figure_map.csv,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image1.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image10.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image11.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image12.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image13.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image14.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image15.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image16.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image17.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image18.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image19.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image2.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image20.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image21.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image22.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image23.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image24.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image25.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image26.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image27.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image28.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image29.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image3.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image4.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image5.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image6.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image7.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image8.png,Preserved existing artifact; version-named releases retain historical provenance
results/figures/image9.png,Preserved existing artifact; version-named releases retain historical provenance
results/tables/TABLES_NOTE.md,Preserved existing artifact; version-named releases retain historical provenance
results/tables/Table_4_01.csv,Preserved existing artifact; version-named releases retain historical provenance
results/tables/Table_4_02.csv,Preserved existing artifact; version-named releases retain historical provenance
results/tables/Table_4_03.csv,Preserved existing artifact; version-named releases retain historical provenance
results/tables/Table_4_04.csv,Preserved existing artifact; version-named releases retain historical provenance
results/tables/Table_4_05.csv,Preserved existing artifact; version-named releases retain historical provenance
results/tables/Table_4_06.csv,Preserved existing artifact; version-named releases retain historical provenance
results/tables/Table_4_07.csv,Preserved existing artifact; version-named releases retain historical provenance
results/tables/Table_4_08.csv,Preserved existing artifact; version-named releases retain historical provenance
results/tables/Table_4_09.csv,Preserved existing artifact; version-named releases retain historical provenance
results/tables/Table_4_12.csv,Preserved existing artifact; version-named releases retain historical provenance
results/tables/Table_4_13.csv,Preserved existing artifact; version-named releases retain historical provenance
results/tables/Table_4_14.csv,Preserved existing artifact; version-named releases retain historical provenance
tools/finalize_v366_repository.py,Preserved existing artifact; version-named releases retain historical provenance
verification/RUN_MANIFEST.json,Preserved existing artifact; version-named releases retain historical provenance
verification/VERIFY_report.txt,Preserved existing artifact; version-named releases retain historical provenance
