path,role
analysis/ch4_evidence_pipeline.py,Retained v366 repository artefact; version-named files preserve historical provenance
analysis/historical-provenance/README.md,Retained v366 repository artefact; version-named files preserve historical provenance
analysis/historical-provenance/phase3_inferential.py,Retained v366 repository artefact; version-named files preserve historical provenance
analysis/materialize_v330_pipeline.py,Retained v366 repository artefact; version-named files preserve historical provenance
analysis/phase1_validation.py,Retained v366 repository artefact; version-named files preserve historical provenance
analysis/phase2_eda.py,Retained v366 repository artefact; version-named files preserve historical provenance
analysis/run_analysis.py,Retained v366 repository artefact; version-named files preserve historical provenance
analysis/run_v330_from_repo.py,Retained v366 repository artefact; version-named files preserve historical provenance
analysis/run_v360_from_repo.py,Retained v366 repository artefact; version-named files preserve historical provenance
analysis/run_v367_from_repo.py,"v367 current authority, correction implementation or regenerated output"
analysis/v330-payload/README.md,Retained v366 repository artefact; version-named files preserve historical provenance
analysis/v330-payload/payload_01.b64,Retained v366 repository artefact; version-named files preserve historical provenance
analysis/v330-payload/payload_02.b64,Retained v366 repository artefact; version-named files preserve historical provenance
analysis/v330-payload/payload_03.b64,Retained v366 repository artefact; version-named files preserve historical provenance
analysis/v330-payload/payload_04.b64,Retained v366 repository artefact; version-named files preserve historical provenance
analysis/v330-payload/payload_05.b64,Retained v366 repository artefact; version-named files preserve historical provenance
analysis/v360_release_corrections.py,Retained v366 repository artefact; version-named files preserve historical provenance
analysis/v367_release_corrections.py,"v367 current authority, correction implementation or regenerated output"
application/.env.example,Retained v366 repository artefact; version-named files preserve historical provenance
application/DOCKERFILE_AUTHORITY_V365.md,Retained v366 repository artefact; version-named files preserve historical provenance
application/Dockerfile,Retained v366 repository artefact; version-named files preserve historical provenance
application/Dockerfile.apache-wsgi,Retained v366 repository artefact; version-named files preserve historical provenance
application/Dockerfile.benchmark.PUBLIC,Retained v366 repository artefact; version-named files preserve historical provenance
application/Dockerfile.nginx-uwsgi,Retained v366 repository artefact; version-named files preserve historical provenance
application/Dockerfile.v2,Retained v366 repository artefact; version-named files preserve historical provenance
application/FIXTURE_PUBLIC_PROVENANCE_V365.md,Retained v366 repository artefact; version-named files preserve historical provenance
application/STATIC_ASSET_BOUNDARY.md,Retained v366 repository artefact; version-named files preserve historical provenance
application/build-and-push.sh,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/__init__.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/admin.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/apps.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/forms.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/migrations/0001_initial.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/migrations/0002_contactinfo_contactperson.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/migrations/0003_remove_contactinfo_map_embed_url.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/migrations/0004_cart_cartitem.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/migrations/0005_profile.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/migrations/0006_profile_bio_profile_birth_date_profile_location_and_more.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/migrations/0007_customuser.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/migrations/0008_delete_customuser.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/migrations/0009_cartitem_size.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/migrations/0010_contactmessage.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/migrations/0011_rename_date_created_contactmessage_created_at_and_more.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/migrations/0012_alter_contactperson_image_order_payment.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/migrations/0013_remove_order_cart_orderitem.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/migrations/0014_order_cart_delete_orderitem.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/migrations/0015_remove_order_cart_order_status_orderitem.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/migrations/__init__.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/models.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/signals.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/templates/about.html,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/templates/base.html,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/templates/blog.html,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/templates/blog_detail.html,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/templates/cart.html,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/templates/checkout.html,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/templates/contact.html,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/templates/index.html,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/templates/payment.html,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/templates/payment_success.html,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/templates/profile.html,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/templates/registration/login.html,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/templates/registration/signup.html,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/templates/shop.html,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/templates/sproduct.html,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/templatetags/__init__.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/templatetags/custom_filters.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/templatetags/filters.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/tests.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/urls.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/commerce/views.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/datadump.PUBLIC.json,Retained v366 repository artefact; version-named files preserve historical provenance
application/ecommerce/__init__.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/ecommerce/asgi.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/ecommerce/gunicorn_conf.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/ecommerce/settings.PUBLIC.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/ecommerce/settings.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/ecommerce/urls.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/ecommerce/wsgi.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/load_data.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/load_public_fixture.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/manage.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/media_from_static_map.csv,Retained v366 repository artefact; version-named files preserve historical provenance
application/postgres/pg_hba.conf,Retained v366 repository artefact; version-named files preserve historical provenance
application/postgres/postgresql.conf,Retained v366 repository artefact; version-named files preserve historical provenance
application/requirements.txt,Retained v366 repository artefact; version-named files preserve historical provenance
application/source-recovery/PAYLOAD_MANIFEST.md,Retained v366 repository artefact; version-named files preserve historical provenance
application/source-recovery/README.md,Retained v366 repository artefact; version-named files preserve historical provenance
application/source-recovery/application_support_v365.b64,Retained v366 repository artefact; version-named files preserve historical provenance
application/source-recovery/materialize_application_support.py,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/css/style.css,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/css/style.css.map,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/css/style.scss,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/fonts/material-design-iconic-font/css/material-design-iconic-font.css,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/fonts/material-design-iconic-font/css/material-design-iconic-font.min.css,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/fonts/material-design-iconic-font/fonts/Material-Design-Iconic-Font.eot,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/fonts/material-design-iconic-font/fonts/Material-Design-Iconic-Font.svg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/fonts/material-design-iconic-font/fonts/Material-Design-Iconic-Font.ttf,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/fonts/material-design-iconic-font/fonts/Material-Design-Iconic-Font.woff,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/fonts/material-design-iconic-font/fonts/Material-Design-Iconic-Font.woff2,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/fonts/poppins/Poppins-Regular.ttf,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/fonts/poppins/Poppins-SemiBold.ttf,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/images/bg-registration-form-1.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/images/registration-form-1.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/about/1.mp4,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/about/a1.png,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/about/a2.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/about/a3.png,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/about/a4.png,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/about/a5.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/about/a6.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/about/banner.png,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/banner/b1.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/banner/b10.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/banner/b14.png,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/banner/b16.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/banner/b17.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/banner/b18.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/banner/b19.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/banner/b2.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/banner/b20.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/banner/b4.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/banner/b7.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/blog/b1.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/blog/b2.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/blog/b3.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/blog/b4.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/blog/b5.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/blog/b6.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/blog/b7.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/button.png,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/features/f1.png,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/features/f2.png,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/features/f3.png,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/features/f4.png,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/features/f5.png,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/features/f6.png,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/hero4.png,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/logo.png,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/pay/app.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/pay/pay.png,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/pay/play.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/people/1.png,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/people/2.png,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/people/3.png,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/products/f1.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/products/f2.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/products/f3.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/products/f4.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/products/f5.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/products/f6.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/products/f7.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/products/f8.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/products/n1.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/products/n2.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/products/n3.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/products/n4.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/products/n5.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/products/n6.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/products/n7.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/img/products/n8.jpg,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/script.js,Retained v366 repository artefact; version-named files preserve historical provenance
application/static/style.css,Retained v366 repository artefact; version-named files preserve historical provenance
application/supervisord.conf,Retained v366 repository artefact; version-named files preserve historical provenance
application/uwsgi.ini,Retained v366 repository artefact; version-named files preserve historical provenance
benchmark/k6-scenarios/scenario_A_browse.js,Retained v366 repository artefact; version-named files preserve historical provenance
benchmark/k6-scenarios/scenario_B_mixed.js,Retained v366 repository artefact; version-named files preserve historical provenance
benchmark/k6-scenarios/scenario_C_checkout.js,Retained v366 repository artefact; version-named files preserve historical provenance
benchmark/k6-scenarios/scenario_D_burst.js,Retained v366 repository artefact; version-named files preserve historical provenance
benchmark/orchestrator/orchestrator.ps1,Retained v366 repository artefact; version-named files preserve historical provenance
benchmark/parse_k6_output.py,Retained v366 repository artefact; version-named files preserve historical provenance
configuration/SCENARIO_AUTHORITY_V366.md,Retained v366 repository artefact; version-named files preserve historical provenance
configuration/apache-mod_wsgi.conf,Retained v366 repository artefact; version-named files preserve historical provenance
configuration/docker-compose-phase65.PUBLIC.yml,Retained v366 repository artefact; version-named files preserve historical provenance
configuration/docker/apache.conf,Retained v366 repository artefact; version-named files preserve historical provenance
configuration/docker/nginx.conf,Retained v366 repository artefact; version-named files preserve historical provenance
configuration/nginx-uwsgi.conf,Retained v366 repository artefact; version-named files preserve historical provenance
configuration/platforms.PUBLIC.json,Retained v366 repository artefact; version-named files preserve historical provenance
configuration/platforms/06_flyio/FLY_PUBLIC_PROVENANCE.md,Retained v366 repository artefact; version-named files preserve historical provenance
configuration/platforms/06_flyio/fly.PUBLIC.toml,Retained v366 repository artefact; version-named files preserve historical provenance
configuration/platforms/07_iis_waitress/apply-memory-limit.ps1,Retained v366 repository artefact; version-named files preserve historical provenance
configuration/platforms/07_iis_waitress/web.config.PUBLIC.xml,Retained v366 repository artefact; version-named files preserve historical provenance
configuration/platforms/README.md,Retained v366 repository artefact; version-named files preserve historical provenance
configuration/reproduction/nginx-uwsgi-v366/Dockerfile,Retained v366 repository artefact; version-named files preserve historical provenance
configuration/reproduction/nginx-uwsgi-v366/README.md,Retained v366 repository artefact; version-named files preserve historical provenance
configuration/reproduction/nginx-uwsgi-v366/nginx.conf,Retained v366 repository artefact; version-named files preserve historical provenance
configuration/reproduction/nginx-uwsgi-v366/uwsgi.ini,Retained v366 repository artefact; version-named files preserve historical provenance
configuration/scenarios.json,Retained v366 repository artefact; version-named files preserve historical provenance
configuration/uwsgi.ini,Retained v366 repository artefact; version-named files preserve historical provenance
data/canonical/DATA_DICTIONARY.md,Retained v366 repository artefact; version-named files preserve historical provenance
data/canonical/master_runs.csv,Retained v366 repository artefact; version-named files preserve historical provenance
data/raw-archive-manifests/AVAILABILITY_AND_RECONSTRUCTION.md,Retained v366 repository artefact; version-named files preserve historical provenance
data/raw-archive-manifests/archive_parts_sha256_manifest.csv,Retained v366 repository artefact; version-named files preserve historical provenance
data/raw-archive-manifests/docker_stats_sha256_manifest.csv,Retained v366 repository artefact; version-named files preserve historical provenance
data/raw-archive-manifests/raw_files_sha256_manifest.csv,Retained v366 repository artefact; version-named files preserve historical provenance
data/raw-archive-manifests/run_logs_sha256_manifest.csv,Retained v366 repository artefact; version-named files preserve historical provenance
data/supplementary/WARMUP_TRANSIENT_V365_CORRECTION.md,Retained v366 repository artefact; version-named files preserve historical provenance
data/supplementary/coldstart_raw.csv,Retained v366 repository artefact; version-named files preserve historical provenance
data/supplementary/docker-stats-sample/01_apache_modwsgi__A_browse__rep01__docker_stats.csv,Retained v366 repository artefact; version-named files preserve historical provenance
data/supplementary/timeseries_burst_recovery.csv,Retained v366 repository artefact; version-named files preserve historical provenance
data/supplementary/warmup_transient.csv,Retained v366 repository artefact; version-named files preserve historical provenance
data/supplementary/warmup_transient_v365_corrected.csv,Retained v366 repository artefact; version-named files preserve historical provenance
documentation/STATIC_ASSET_MANIFEST_V365.csv,Retained v366 repository artefact; version-named files preserve historical provenance
documentation/evidence_state.md,Retained v366 repository artefact; version-named files preserve historical provenance
documentation/nonfigure_or_unreferenced_media_inventory.csv,Retained v366 repository artefact; version-named files preserve historical provenance
environment/EXECUTION_ENVIRONMENT.md,Retained v366 repository artefact; version-named files preserve historical provenance
environment/iis_waitress/active_waitress_process.txt,Retained v366 repository artefact; version-named files preserve historical provenance
environment/iis_waitress/appcmd_modules.txt,Retained v366 repository artefact; version-named files preserve historical provenance
environment/iis_waitress/python312_pip_freeze.txt,Retained v366 repository artefact; version-named files preserve historical provenance
environment/iis_waitress/python_w3wp_memory_snapshot.txt,Retained v366 repository artefact; version-named files preserve historical provenance
environment/iis_waitress/runtime_versions.txt,Retained v366 repository artefact; version-named files preserve historical provenance
environment/iis_waitress/sites_safe.txt,Retained v366 repository artefact; version-named files preserve historical provenance
environment/pgbouncer_runtime_extract.PUBLIC.txt,Retained v366 repository artefact; version-named files preserve historical provenance
environment/pip_freeze_iis_runtime.txt,Retained v366 repository artefact; version-named files preserve historical provenance
environment/requirements-analysis-v330.txt,Retained v366 repository artefact; version-named files preserve historical provenance
environment/requirements.txt,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/README.md,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/figure_map.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/figure_map_v366.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/figure_map_v367.csv,"v367 current authority, correction implementation or regenerated output"
results/current-thesis/tables/Table_4_01.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/tables/Table_4_02.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/tables/Table_4_03.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/tables/Table_4_04.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/tables/Table_4_05.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/tables/Table_4_06.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/tables/Table_4_07.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/tables/Table_4_08.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/tables/Table_4_09.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/tables/Table_4_10.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/tables/Table_4_11.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/tables/Table_4_12.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/tables/Table_4_13.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/tables/Table_4_14.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/tables/Table_4_15.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/tables/Table_4_16.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/v367/Figure_4_3_v367.pdf,"v367 current authority, correction implementation or regenerated output"
results/current-thesis/v367/Figure_4_3_v367.png,"v367 current authority, correction implementation or regenerated output"
results/current-thesis/v367/Figure_4_3_v367.svg,"v367 current authority, correction implementation or regenerated output"
results/current-thesis/v367/v367_figure4_3_goodput_gap.csv,"v367 current authority, correction implementation or regenerated output"
results/current-thesis/v367/v367_h4_descriptive.csv,"v367 current authority, correction implementation or regenerated output"
results/current-thesis/v367/v367_release_manifest.json,"v367 current authority, correction implementation or regenerated output"
results/current-thesis/verification/DATA_DRIVEN_MUTATION_TEST.txt,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/verification/EXACT_PUBLISHED_FIGURE_ASSET_CHECK.txt,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/verification/EXACT_TABLE_MIRROR_CHECK.txt,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/verification/FINAL_CALIBRATION_REPORT.txt,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/verification/NUMERIC_REGRESSION_CHECK_v329.txt,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/verification/PIPELINE_SUMMARY.json,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/verification/PUBLISHED_FIGURE_SHA256_MANIFEST.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/current-thesis/verification/README.md,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/README_CURRENT_STATUS.md,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/figure_map.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image1.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image10.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image11.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image12.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image13.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image14.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image15.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image16.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image17.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image18.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image19.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image2.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image20.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image21.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image22.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image23.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image24.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image25.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image26.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image27.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image28.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image29.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image3.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image4.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image5.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image6.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image7.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image8.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/figures/image9.png,Retained v366 repository artefact; version-named files preserve historical provenance
results/tables/TABLES_NOTE.md,Retained v366 repository artefact; version-named files preserve historical provenance
results/tables/Table_4_01.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/tables/Table_4_02.csv,Retained v366 repository artefact; version-named files preserve historical provenance
