path,role
application/postgres/postgresql.conf,application source / runtime configuration
application/requirements.txt,application source / runtime configuration
application/source-recovery/PAYLOAD_MANIFEST.md,reviewed application-source recovery carrier / provenance
application/source-recovery/README.md,reviewed application-source recovery carrier / provenance
application/source-recovery/application_support_v365.b64,reviewed application-source recovery carrier / provenance
application/source-recovery/materialize_application_support.py,reviewed application-source recovery carrier / provenance
application/static/css/style.css,application static asset (retained byte identity; redistribution boundary documented)
application/static/css/style.css.map,application static asset (retained byte identity; redistribution boundary documented)
application/static/css/style.scss,application static asset (retained byte identity; redistribution boundary documented)
application/static/fonts/material-design-iconic-font/css/material-design-iconic-font.css,application static asset (retained byte identity; redistribution boundary documented)
application/static/fonts/material-design-iconic-font/css/material-design-iconic-font.min.css,application static asset (retained byte identity; redistribution boundary documented)
application/static/fonts/material-design-iconic-font/fonts/Material-Design-Iconic-Font.eot,application static asset (retained byte identity; redistribution boundary documented)
application/static/fonts/material-design-iconic-font/fonts/Material-Design-Iconic-Font.svg,application static asset (retained byte identity; redistribution boundary documented)
application/static/fonts/material-design-iconic-font/fonts/Material-Design-Iconic-Font.ttf,application static asset (retained byte identity; redistribution boundary documented)
application/static/fonts/material-design-iconic-font/fonts/Material-Design-Iconic-Font.woff,application static asset (retained byte identity; redistribution boundary documented)
application/static/fonts/material-design-iconic-font/fonts/Material-Design-Iconic-Font.woff2,application static asset (retained byte identity; redistribution boundary documented)
application/static/fonts/poppins/Poppins-Regular.ttf,application static asset (retained byte identity; redistribution boundary documented)
application/static/fonts/poppins/Poppins-SemiBold.ttf,application static asset (retained byte identity; redistribution boundary documented)
application/static/images/bg-registration-form-1.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/images/registration-form-1.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/about/1.mp4,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/about/a1.png,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/about/a2.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/about/a3.png,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/about/a4.png,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/about/a5.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/about/a6.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/about/banner.png,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/banner/b1.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/banner/b10.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/banner/b14.png,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/banner/b16.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/banner/b17.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/banner/b18.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/banner/b19.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/banner/b2.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/banner/b20.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/banner/b4.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/banner/b7.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/blog/b1.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/blog/b2.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/blog/b3.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/blog/b4.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/blog/b5.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/blog/b6.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/blog/b7.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/button.png,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/features/f1.png,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/features/f2.png,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/features/f3.png,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/features/f4.png,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/features/f5.png,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/features/f6.png,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/hero4.png,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/logo.png,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/pay/app.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/pay/pay.png,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/pay/play.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/people/1.png,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/people/2.png,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/people/3.png,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/products/f1.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/products/f2.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/products/f3.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/products/f4.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/products/f5.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/products/f6.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/products/f7.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/products/f8.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/products/n1.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/products/n2.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/products/n3.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/products/n4.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/products/n5.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/products/n6.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/products/n7.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/img/products/n8.jpg,application static asset (retained byte identity; redistribution boundary documented)
application/static/script.js,application static asset (retained byte identity; redistribution boundary documented)
application/static/style.css,application static asset (retained byte identity; redistribution boundary documented)
application/supervisord.conf,application source / runtime configuration
application/uwsgi.ini,application source / runtime configuration
benchmark/k6-scenarios/scenario_A_browse.js,campaign k6 workload scenario script
benchmark/k6-scenarios/scenario_B_mixed.js,campaign k6 workload scenario script
benchmark/k6-scenarios/scenario_C_checkout.js,campaign k6 workload scenario script
benchmark/k6-scenarios/scenario_D_burst.js,campaign k6 workload scenario script
benchmark/orchestrator/orchestrator.ps1,campaign orchestrator
benchmark/parse_k6_output.py,benchmark tooling
configuration/apache-mod_wsgi.conf,deployment/platform configuration
configuration/docker-compose-phase65.PUBLIC.yml,deployment/platform configuration
configuration/docker/apache.conf,deployment/platform configuration
configuration/docker/nginx.conf,deployment/platform configuration
configuration/nginx-uwsgi.conf,deployment/platform configuration
configuration/platforms.PUBLIC.json,deployment/platform configuration
configuration/platforms/06_flyio/FLY_PUBLIC_PROVENANCE.md,platform-specific deployment configuration / evidence
configuration/platforms/06_flyio/fly.PUBLIC.toml,platform-specific deployment configuration / evidence
configuration/platforms/07_iis_waitress/apply-memory-limit.ps1,platform-specific deployment configuration / evidence
configuration/platforms/07_iis_waitress/web.config.PUBLIC.xml,platform-specific deployment configuration / evidence
configuration/platforms/README.md,platform-specific deployment configuration / evidence
configuration/scenarios.json,deployment/platform configuration
configuration/uwsgi.ini,deployment/platform configuration
data/canonical/DATA_DICTIONARY.md,canonical analytical dataset / dictionary
data/canonical/master_runs.csv,canonical analytical dataset / dictionary
data/raw-archive-manifests/AVAILABILITY_AND_RECONSTRUCTION.md,raw-evidence retention / SHA-256 manifest
data/raw-archive-manifests/archive_parts_sha256_manifest.csv,raw-evidence retention / SHA-256 manifest
data/raw-archive-manifests/docker_stats_sha256_manifest.csv,raw-evidence retention / SHA-256 manifest
data/raw-archive-manifests/raw_files_sha256_manifest.csv,raw-evidence retention / SHA-256 manifest
data/raw-archive-manifests/run_logs_sha256_manifest.csv,raw-evidence retention / SHA-256 manifest
data/supplementary/WARMUP_TRANSIENT_V365_CORRECTION.md,supplementary analytical data / correction record
data/supplementary/coldstart_raw.csv,supplementary analytical data / correction record
data/supplementary/docker-stats-sample/01_apache_modwsgi__A_browse__rep01__docker_stats.csv,supplementary analytical data / correction record
data/supplementary/timeseries_burst_recovery.csv,supplementary analytical data / correction record
data/supplementary/warmup_transient.csv,supplementary analytical data / correction record
data/supplementary/warmup_transient_v365_corrected.csv,supplementary analytical data / correction record
documentation/STATIC_ASSET_MANIFEST_V365.csv,repository documentation / evidence register
documentation/evidence_state.md,repository documentation / evidence register
documentation/nonfigure_or_unreferenced_media_inventory.csv,repository documentation / evidence register
environment/EXECUTION_ENVIRONMENT.md,environment / dependency / runtime evidence
environment/iis_waitress/active_waitress_process.txt,environment / dependency / runtime evidence
environment/iis_waitress/appcmd_modules.txt,environment / dependency / runtime evidence
environment/iis_waitress/python312_pip_freeze.txt,environment / dependency / runtime evidence
environment/iis_waitress/python_w3wp_memory_snapshot.txt,environment / dependency / runtime evidence
environment/iis_waitress/runtime_versions.txt,environment / dependency / runtime evidence
environment/iis_waitress/sites_safe.txt,environment / dependency / runtime evidence
environment/pgbouncer_runtime_extract.PUBLIC.txt,environment / dependency / runtime evidence
environment/pip_freeze_iis_runtime.txt,environment / dependency / runtime evidence
environment/requirements-analysis-v330.txt,environment / dependency / runtime evidence
environment/requirements.txt,environment / dependency / runtime evidence
results/current-thesis/README.md,repository documentation / provenance note
results/current-thesis/figure_map.csv,repository research artefact
results/current-thesis/tables/Table_4_01.csv,repository research artefact
results/current-thesis/tables/Table_4_02.csv,repository research artefact
results/current-thesis/tables/Table_4_03.csv,repository research artefact
results/current-thesis/tables/Table_4_04.csv,repository research artefact
results/current-thesis/tables/Table_4_05.csv,repository research artefact
results/current-thesis/tables/Table_4_06.csv,repository research artefact
results/current-thesis/tables/Table_4_07.csv,repository research artefact
results/current-thesis/tables/Table_4_08.csv,repository research artefact
results/current-thesis/tables/Table_4_09.csv,repository research artefact
results/current-thesis/tables/Table_4_10.csv,repository research artefact
results/current-thesis/tables/Table_4_11.csv,repository research artefact
results/current-thesis/tables/Table_4_12.csv,repository research artefact
results/current-thesis/tables/Table_4_13.csv,repository research artefact
results/current-thesis/tables/Table_4_14.csv,repository research artefact
results/current-thesis/tables/Table_4_15.csv,repository research artefact
results/current-thesis/tables/Table_4_16.csv,repository research artefact
results/current-thesis/verification/DATA_DRIVEN_MUTATION_TEST.txt,repository research artefact
results/current-thesis/verification/EXACT_PUBLISHED_FIGURE_ASSET_CHECK.txt,repository research artefact
results/current-thesis/verification/EXACT_TABLE_MIRROR_CHECK.txt,repository research artefact
results/current-thesis/verification/FINAL_CALIBRATION_REPORT.txt,repository research artefact
results/current-thesis/verification/NUMERIC_REGRESSION_CHECK_v329.txt,repository research artefact
results/current-thesis/verification/PIPELINE_SUMMARY.json,repository research artefact
results/current-thesis/verification/PUBLISHED_FIGURE_SHA256_MANIFEST.csv,repository research artefact
results/current-thesis/verification/README.md,repository documentation / provenance note
results/figures/README_CURRENT_STATUS.md,figure source / thesis figure carrier
results/figures/figure_map.csv,figure source / thesis figure carrier
results/figures/image1.png,figure source / thesis figure carrier
results/figures/image10.png,figure source / thesis figure carrier
results/figures/image11.png,figure source / thesis figure carrier
results/figures/image12.png,figure source / thesis figure carrier
results/figures/image13.png,figure source / thesis figure carrier
results/figures/image14.png,figure source / thesis figure carrier
results/figures/image15.png,figure source / thesis figure carrier
results/figures/image16.png,figure source / thesis figure carrier
results/figures/image17.png,figure source / thesis figure carrier
results/figures/image18.png,figure source / thesis figure carrier
results/figures/image19.png,figure source / thesis figure carrier
results/figures/image2.png,figure source / thesis figure carrier
results/figures/image20.png,figure source / thesis figure carrier
results/figures/image21.png,figure source / thesis figure carrier
results/figures/image22.png,figure source / thesis figure carrier
results/figures/image23.png,figure source / thesis figure carrier
results/figures/image24.png,figure source / thesis figure carrier
results/figures/image25.png,figure source / thesis figure carrier
results/figures/image26.png,figure source / thesis figure carrier
results/figures/image27.png,figure source / thesis figure carrier
results/figures/image28.png,figure source / thesis figure carrier
results/figures/image29.png,figure source / thesis figure carrier
results/figures/image3.png,figure source / thesis figure carrier
results/figures/image4.png,figure source / thesis figure carrier
results/figures/image5.png,figure source / thesis figure carrier
results/figures/image6.png,figure source / thesis figure carrier
results/figures/image7.png,figure source / thesis figure carrier
results/figures/image8.png,figure source / thesis figure carrier
results/figures/image9.png,figure source / thesis figure carrier
results/tables/TABLES_NOTE.md,table source / full-precision result carrier
results/tables/Table_4_01.csv,table source / full-precision result carrier
results/tables/Table_4_02.csv,table source / full-precision result carrier
results/tables/Table_4_03.csv,table source / full-precision result carrier
results/tables/Table_4_04.csv,table source / full-precision result carrier
results/tables/Table_4_05.csv,table source / full-precision result carrier
results/tables/Table_4_06.csv,table source / full-precision result carrier
results/tables/Table_4_07.csv,table source / full-precision result carrier
results/tables/Table_4_08.csv,table source / full-precision result carrier
results/tables/Table_4_09.csv,table source / full-precision result carrier
results/tables/Table_4_12.csv,table source / full-precision result carrier
results/tables/Table_4_13.csv,table source / full-precision result carrier
results/tables/Table_4_14.csv,table source / full-precision result carrier
verification/RUN_MANIFEST.json,verification / integrity record
verification/VERIFY_report.txt,verification / integrity record
verification/k6_binary_identity.txt,verification / integrity record
verification/platform_configuration_truth.csv,verification / integrity record
verification/scenario_script_truth.csv,verification / integrity record
verification/v330_candidate_status.md,verification / integrity record
verification/verification_summary.md,verification / integrity record
verification/verify_v330_repository_state.py,verification / integrity record
